NCR Registration No,Full Name,Trading Name,Legal Registration No,Phone,Fax,Physical Address,Town,Final Registration Date,Status
NCRCP16917,LEORA HOLDINGS (PTY) LTD,,2014/143862/07,073 179 9831,,22 Jan Kock Street CE3 Vanderbijlpark 1911,Vanderbijlpark,12/5/2022,Registered!
NCRCP16918,BHUBEZI LOANS (PTY) LTD,,2022/763495/07,083 278 2537,,"813 Clacton Crescent Ivy Beach Port Edward, 4278","Port Edward,",12/5/2022,Registered!
NCRCP16922,AKS EXECUTIVE (PTY) LTD,OYO LOANS,2022/370993/07,072 745 8231,,5 Izinga Villas 87 Wager Avenue Umhlanga Rocks 4319,Umhlanga Rocks,12/9/2022,Registered!
NCRCP16928,CASH CRUSADERS MALL AT 55 (PTY) LTD,,2017/303007/07,021 787 9800,,Shop 30 The Mall at 55 Corner R55 & Marais Road Centurion 0157,Centurion,12/8/2022,Registered!
NCRCP16931,ISILINGANISO FINANCE (PTY) LTD,,2021/892920/07,  ,,24A Walnut Street Primrose Germiston 1401,Germiston,12/1/2022,Registered!
NCRCP16932,SONTINGA SOLUTIONS (PTY) LTD,,2022/379728/07,061 992 3726,,No.2 Spring Street Cambridge East London 5247,East London,12/6/2022,Registered!
NCRCP19667,NHLENGANI ENTERPRISE (PTY) LTD,,2023/883802/07,063 977 4573,,Stand 421 Mpheni Block D2 Elim Hospital LOUIS TRICHARDT (Makhado) 0960,LOUIS TRICHARDT (Makhado),5/28/2024,Registered!
NCRCP19668,KHOMANANI CASH LOAN (PTY) LTD,,2007/014859/07,073 019 8488,,368 Commissioner Street Boksburg 1459,Boksburg,6/18/2024,Registered!
NCRCP19669,ONT FINANCIAL SERVICES (PTY) LTD,,2022/894282/07,067 026 2293,,136 Gerherd Street Die Hoews Centurion 0157,Centurion,6/19/2024,Registered!
NCRCP19670,MASHELE FINANCE (PTY) LTD,,2024/026552/07,067 775 6369,,167 Emily Hobhouse 8 emily Mews PRETORIA NORTH 0182,PRETORIA NORTH,6/19/2024,Registered!
NCRCP19671,NCAI ENTERPRISE (PTY) LTD,,06/01/2024,084 963 7655,,8197 Matanzima Street Kimberly MANKURWANE 8345,MANKURWANE,6/18/2024,Registered!
NCRCP19672,QONDISILE PROJECTS (PTY) LTD,,2023/168474/07,073 448 4901,,L202 Woudsig 30 Via Mammalia RICHARDS BAY 3900,RICHARDS BAY,6/18/2024,Registered!
NCRCP19673,NTOMBI NC (PTY) LTD,BOMSHIKA FINANCIAL SERVICES,2024/172659/07,071 263 3703,,Stand 117 Malelane 1320,Malelane,6/19/2024,Registered!
NCRCP19675,UNCEDO LWETHU CASH LOAN (PTY) LTD,,2023/839110/07,  ,,2846 Kagiso Street Kanana Ext 5 Rabie Ridge Tembisa 1628,Tembisa,6/12/2024,Registered!
NCRCP19676,SNG FINANCIALS (PTY) LTD,,2024/094845/07,  ,,26 Zwane Street Rockville TSHIAWELO 1818,TSHIAWELO,6/20/2024,Registered!
NCRCP19677,LS CONSULTING AND PARTNERS (PTY) LTD,LS CONSULTANCY,2023/666009/07,033 342 3224,,18 Montrose Park Boulevard Victoria Country Club Esate Pietermaritzburg 3201,Pietermaritzburg,6/20/2024,Registered!
NCRCP22059,CASHXPRESSFINANCE (PTY) LTD,,2025/406704/07,087 550 1823,,684 Block M Soshanguve Pretoria Pretoria 0152,Pretoria,7/4/2025,Registered!
NCRCP22060,RENOWNED FINANCIAL SERVICES (PTY) LTD,,2024/680829/07,061 319 6998,,03 Simba Road Sunninghill 2157,Sunninghill,7/4/2025,Registered!
NCRCP22061,LUCK EIGHT CASH LOANS (PTY) LTD,,2016/482138/07,073 466 6304,,Office 02 Thompson Building Songozwi Street Makhado 0920,Makhado,7/3/2025,Registered!
NCRCP22062,SEDIBENG DRILING BOREHOLES (PTY) LTD,SEDIBENG CASH LOANS,2024/522017/07,064 827 0742,,Stand No 613 Avon Marobjane BOCHUM 0790,BOCHUM,7/9/2025,Registered!
NCRCP22063,STILL-SAKHILE FINANCE (PTY) LTD,,2025/037721/07,064 410 1190,,3 Impala Park Dawn Park BOKSBURG 1459,BOKSBURG,7/9/2025,Registered!
NCRCP22064,SHOSHOLOZA FINANCE MPUMALANGA (PTY) LTD,,2019/057840/07,082 316 9303,,35 Van Buuren Road Bedfordview 2007,Bedfordview,7/7/2025,Registered!
NCRCP22065,SHOSHOLOZA FINANCE WESTERN CAPE (PTY) LTD,,2019/058149/07,082 316 9303,,35 Van Buureb Road Bedfordview 2007,Bedfordview,7/7/2025,Registered!
NCRCP22066,NATALEX ENTERPRISES (PTY) LTD,NATALEX FINANCIAL SOLUTIONS,2019/216939/07,063 192 3479,,17 President street Zeerust 2865,Zeerust,7/7/2026,Registered!
NCRCP22067,SHOSHOLOZA KWAZULU NATAL (PTY) LTD,,2019/057909/07,011 455 4878,,35 Van Buuren Road Bedfordview 2007,Bedfordview,7/7/2025,Registered!
NCRCP22068,CASH RELOAD FINANCIAL SOLUTIONS (PTY) LTD,,2023/218285/07,072 435 3433,,54 Anderson Street NELSPRUIT 1200,NELSPRUIT,7/4/2025,Registered!
NCRCP10169,B DOT COM TRADING ENTERPRISE AND OTHER PROJECTS (PTY) LTD,,2016/089259/07,078 127 0706,,412 Zone 3 Itsoseng 2744,Itsoseng,12/18/2017,Registered!
NCRCP10172,THABANE FINANCES (PTY) LTD,,2017/293233/07,013 229 000,,PO Box 2694 Office No 9 Platcorn Close Corporation Office BURGERSFORT 1150,BURGERSFORT,1/9/2018,Registered!
NCRCP10173,KING'S COUNSELING SERVICES (PTY) LTD,EXPRESS LOANS SA,2014/238085/07,011 039 6333,086 557 8796,"Office AG 07,Gallagher Business Exchange 688 Gallagher Avenue HALFWAY HOUSE 1685",HALFWAY HOUSE,1/8/2018,Registered!
NCRCP10174,MAPLE CASH LOANS FORT BEAUFORT (PTY) LTD,,2017/276113/07,056 645 1214,,59 Campbell Street Fort Beaufort 5720,Fort Beaufort,1/8/2018,Registered!
NCRCP10175,50FIFTY BUSINESS SOLUTIONS (PTY) LTD,,2013/054086/07,081 376 8892,,1048 Zone A Namakgale 1391,Namakgale,12/22/2017,Registered!
NCRCP10181,5 STARS CASH LOAN (PTY) LTD,,2017/386050/07,079 727 7171,,68 Robertson Bela- Bela Warmbaths 0480,Warmbaths,1/11/2018,Registered!
NCRCP10182,RUO YU TRADING (PTY) LTD,,2017/517876/07,082 299 8773,041 371 1519,"Shop No 12, Taxi City Lot 1461 Bullion Boulevad RICHARDS BAY 3900",RICHARDS BAY,1/9/2018,Registered!
NCRCP10186,EASTHER TRADING (PTY) LTD,,2016/499645/07,  ,,NO 6 Lobella Street Flora Park Deer Park 0852,Deer Park,1/15/2018,Registered!
NCRCP1019,MAZWE FINANCIAL SERVICES (PTY) LTD,,2002/013678/07,011 803 9003,011 803 9001,1ST FLOOR SITA BUILDING 18 EGLIN ROAD Sunninghill 2157,Sunninghill,8/8/2007,Registered!
NCRCP10192,MILEAGE FINANCIAL (PTY) LTD,,2017/469395/07,064 728 851,,99 Walter Sisulu Street Potchefstroom 2531,Potchefstroom,1/21/2018,Registered!
NCRCP16934,IMALI MICRO LOANS (PTY) LTD,,2021/493556/07,081 743 0338,087 234 4955,299 2nd Street Clernaville 3602,Clernaville,12/6/2022,Registered!
NCRCP16935,ETIKES TRADING AND PROJECTS (PTY) LTD,,2014/009280/07,011 776 9121,,6 Urwin Street Witfield Boksburg 1459,Boksburg,12/7/2022,Registered!
NCRCP16936,EMANTROX (PTY) LTD,,2022/817430/07,078 689 9886,,Shop 11 President Odendaalsrus 9480,Odendaalsrus,12/6/2022,Registered!
NCRCP16937,REAL CREDIT UNION AND PROJECTS (PTY) LTD,RCU,2022/477350/07,067 920 9301,,97 Block E Selebogo Street Mabopane 0190,Mabopane,12/11/2022,Registered!
NCRCP16938,ON DECK CAPITAL (PTY) LTD,,2018/246664/07,015 000 6010,,04 Dorp Street Polokwane 0699,Polokwane,12/7/2022,Registered!
NCRCP1694,INYANISO FINANCES CC,INYANISO FINANCES,2004/071899/23,047 531 4779,047 531 4779,26 Madeira Street MTHATHA 5099,MTHATHA,10/26/2007,Registered!
NCRCP16941,ANB TREASURY (PTY) LTD,,2017/265671/07,015 345 1650,,"Portion 21, the Farm Junction R71 Letsitele 0885",Letsitele,12/6/2022,Registered!
NCRCP16947,PHOKU AND SONS (PTY) LTD,,2019/342548/07,013 590 0059,,Stand 26477 Extension 26 EMBALENHLE 2285,EMBALENHLE,12/13/2022,Registered!
NCRCP16949,ROOTS BUSINESS ENTERPRISE (PTY) LTD,NCEDA FINANCIAL SERVICES,2016/097417/07,082 072 2391,,Stand No 106 Mataffin NELSPRUIT 1201,NELSPRUIT,12/12/2022,Registered!
NCRCP16950,NP MASINDI HOLDINGS (PTY) LTD,,2020/657575/07,079 867 1224,,Stand No 62C Skukuza 1350,Skukuza,12/14/2022,Registered!
NCRCP19678,DIKATI HOLDINGS (PTY) LTD,SNONDI FINANCIAL SERVICES,2022/283617/07,011 568 5349,,8 Snyman Street Unit 106 Ashanti Villas Germiston 1401,Germiston,5/25/2024,Registered!
NCRCP19679,THE TRAIN FINANCE (PTY) LTD,,2023/954483/07,078 787 6065,,728 Diphale Section Sefikile Village Rustenburg 0299,Rustenburg,6/25/2024,Registered!
NCRCP19680,NDZHAKAA (PTY) LTD,,2023/998017/07,070 537 0071,,"Unit 9, Mayors Walk Gardens Pietermaritzburg 3201",Pietermaritzburg,6/24/2024,Registered!
NCRCP19681,PAWNWORX EXPRESS (PTY) LTD,,2021/428666/07,082 976 3224,,"Shop 10 Opperman Street Opperman Street Vaalpark, 1947","Vaalpark,",6/24/2024,Registered!
NCRCP19682,ELIZA BUSINESS ENTERPRISE (PTY) LTD,,2018/477930/07,083 530 5313,,4253 Kelebogile Kgethile Street Huhudi Location Vryburg 8601,Vryburg,6/14/2024,Registered!
NCRCP19683,LIVFIN (PTY) LTD,,2024/201013/07,076 622 7218,,70 Frere Avenue Ontdekkerspark Florida 7493,Florida,6/24/2024,Registered!
NCRCP19684,NOLWANDLE EASY FINANCE (PTY) LTD,,2024/252654/07,  ,,Y29 Mazibuko Road Ashdown Pietermaritzburg 3201,Pietermaritzburg,6/24/2024,Registered!
NCRCP19685,ZEBRAFURN (PTY) LTD,,2024/186254/07,079 967 0072,,2 Arnold Road Rosebank 2196,Rosebank,6/24/2024,Registered!
NCRCP19686,BAMBISA CAPITAL (PTY) LTD,,2024/059510/07,063 273 3264,,Side Mall Complex Mdlebentshona Road Esikhawini 3887,Esikhawini,6/25/2024,Registered!
NCRCP19687,MM PAYDAY LOANS (PTY) LTD,,2024/250535/07,082 737 1876,,215 Park Station Durban 4093,Durban,6/24/2024,Registered!
NCRCP10196,ERGO HOME LOAN COMPANY (PTY) LTD,,2017/276922/07,021 910 2230,,Unit B206 Buchnan Square 160 Sir Lowry Road Woodstock Cape Town 8001,Cape Town,1/18/2017,Registered!
NCRCP10199,PODBIELSKI MHLAMBI CARLETONVILLE INC,,2005/008402/21,018 786 2919,018 786 2923,74 Annon Road Carletonville 2499,Carletonville,1/19/2018,Registered!
NCRCP10201,SQS FINANCIAL SERVICES (PTY) LTD,,2017/374051/07,082 863 4309,086 725 6535,243 Kraanyoelbuig Street Hazyview 1242,Hazyview,1/23/2018,Registered!
NCRCP10212,MD CASH ADVANCE (PTY) LTD,,2017/418932/07,012 341 3390,012 341 3391,117 Robert Sobukwe Sunnyside Pretoria 0002,Pretoria,1/26/2018,Registered!
NCRCP10216,SEAPOINT JEWELLERY EXCHANGE CC,,2009/007923/23,021 433 1166,,69 Regent Road Sea Point Cape Town 8001,Cape Town,1/3/2018,Registered!
NCRCP1022,RYMAX TRADERS CC,CASH CONVERTERS BRACKENFELL HYPER,1999/056060/23,087 820 4060,021 982 2568,Pick 'n Pay Hypermarket Brackenfell Frans Conradie Drive BRACKENFELL 7560,BRACKENFELL,7/26/2007,Registered!
NCRCP10225,VAZAMBALA (PTY) LTD,,2016/508704/07,071 486 2155,,29 D Malamulele Polokwane 0982,Polokwane,2/1/2018,Registered!
NCRCP10226,RICHWAY FINANCIAL SERVICES (PTY) LTD,,2017/422292/07,011 339 5355,,Management House Suite 315-316 38 Melle Street Braamfontein Johannesburg 2001,Johannesburg,2/1/2018,Registered!
NCRCP10227,RUNDE HUAYA TRADING (PTY) LTD,,2014/261845/07,078 707 7588,086 682 6365,60 Josias Street Odendaalsrus 9480,Odendaalsrus,1/31/2018,Registered!
NCRCP10228,SP MICRO LOANS (PTY) LTD,,2017/075585/07,012 548 1102,086 661 9847,745 Besembiesie Road Montana Park PRETORIA NORTH 0182,PRETORIA NORTH,2/1/2018,Registered!
NCRCP16951,B J SESINYI PROJECTS (PTY) LTD,KEARABILE FINANCE,2019/439778/07,073 715 0095,,10175 Nkopiaa Section Meriting Section Matlametlo. 0371,Matlametlo.,12/8/2022,Registered!
NCRCP16953,GREAT ACCOUNTS BOOKKEEPERS (PTY) LTD,,2022/603734/07,081 470 2919,,212 Wanda Cele Road AMANZIMTOTI 4126,AMANZIMTOTI,12/13/2022,Registered!
NCRCP16958,KGLM AND GANGA NARUTO (PTY) LTD,,2022/718121/07,063 345 6512,,Bapong Skoolplaas Section 5002 Bapong Brits 0269,Brits,12/9/2022,Registered!
NCRCP16963,KINGDOM FINANCIAL INSTITUTION PRIMARY CO-OPERATIVE LTD,,2020/001698/24,072 528 4502,,264 Corner Guidio and Evelyn Street Dutywa. 5000,Dutywa.,12/15/2022,Registered!
NCRCP16964,FREE STATE DEVELOPMENT CORPORATION,,N/A,051 400 0800,,FDC House 33 Kellner Street Westdene Bloemfontein 9300,Bloemfontein,12/14/2022,Registered!
NCRCP16965,ADRS DIVERSIFIED SERVICES (PTY) LTD,,2006/024388/07,010 591 3100,,262 Main Avenue Ferndale RANDBURG 2125,RANDBURG,12/20/2022,Registered!
NCRCP16966,ROYALCRED (PTY) LTD,,2022/560550/07,073 677 3477,,G1459 Indlulamithi Street Umlazi 4031,Umlazi,12/12/2022,Registered!
NCRCP16967,THEMBELA KHONA TRADING AND PROJECTS (PTY) LTD,,2013/222533/07,067 017 7606,,A279 Duma Street Emondlo 3105,Emondlo,12/15/2022,Registered!
NCRCP16968,ZIPHOKUHLE TRADING ENTERPRISE (PTY) LTD,,2022/684589/07,072 066 4072,,Sunrise Area NQUTHU 3135,NQUTHU,12/15/2022,Registered!
NCRCP16969,JUSTHEN TRADING (PTY) LTD,CASH CONVERTERS NEWCASTLE,2021/648483/07,087 820 4080,,"Shop 161, Newcastle Mall Cnr Allen Street and Oak Avenue Newcastle 2940",Newcastle,12/9/2022,Registered!
NCRCP22069,YAMO K FINANCIAL SOLUTION (PTY) LTD,,2024/432940/07,079 220 5710,,Stand No 2062 Moletlane Zebediela 0628,Zebediela,7/6/2025,Registered!
NCRCP22070,PRIME RADICLE (PTY) LTD,PRIME RADICLE CASH LOANS,2024/731566/07,069 711 5363,,"6 Le Mirrel, Villa De Sutene 3 Heron Street Stonehenge Mbombela 1201",Mbombela,7/12/2025,Registered!
NCRCP22071,FINHOUSE (PTY) LTD,,2024/640204/07,072 326 5004,,No 303 Nacefield Musina 0900,Musina,7/12/2025,Registered!
NCRCP22072,THINTITHA TRADING SERVICES (PTY) LTD,THINT,2024/337721/07,082 990 4252,,12 Glenroy Villas 29 Glenroy Drive Glenroy Park GQEBERA 6024,GQEBERA,7/10/2025,Registered!
NCRCP22073,1ST CAPITAL SOLUTIONS (PTY) LTD,,2024/113513/07,078 086 1503,,"Unit 92, Ext 15 8 Incubation Drive Riverside View Fourways. 2021",Fourways.,7/14/2025,Registered!
NCRCP22074,PEOPLE FIRST FINANCIAL SOLUTIONS (PTY) LTD,PEOPLE FIRST MONEY,2025/087849/07,064 792 1839,,256 Duvhuledza Tshaulu Thohoyandou 0950,Thohoyandou,7/14/2025,Registered!
NCRCP22075,MAANEA PROPERTY HOLDINGS (PTY) LTD,MAANEA CASH LOANS,2015/302823/07,087 550 1529,,141 Thabo Mbeki Street Fauna Park Polokwane (Pietersburg) 0700,Polokwane (Pietersburg),7/9/2025,Registered!
NCRCP22076,QHOBITJE INVESTMENTS HOLDINGS (PTY) LTD,LEON FINANCIAL SERVICES,2012/154512/07,076 126 7608,,Stand No 579A Kamaqhekeza Uthokozani 1346,Uthokozani,7/10/2025,Registered!
NCRCP22077,LONDON BRIDGE (PTY) LTD,,2025/107187/07,083 651 7669,,9B Gardner Williams Avenue Paardevlei Somerset West 7130,Somerset West,7/15/2025,Registered!
NCRCP22078,2LCLE (PTY) LTD,,2013/090673/07,011 933 1103,,1431 Zone 1 Immink Drive Diepkloof 1864,Diepkloof,7/2/2025,Registered!
NCRCP19689,BEZT OPTION (PTY) LTD,,2024/218101/07,074 899 4642,,Hawer ST 48 Fochville 2515,Fochville,6/24/2024,Registered!
NCRCP19690,SETCH KHULUMOKWAZIYO BHENGU,,N/A,011 568 5349,,7727 Ikunatha Crescent Ext 17 Windmil Park Boksburg 1459,Boksburg,6/25/2024,Registered!
NCRCP19691,YOU GOT IT FINANCE (PTY) LTD,LIYANA LOANS,2024/083684/07,073 612 0512,,Eden-Greene Office Park 14 Boeing Road East Dunvegan Edenvale ISANDO 1600,ISANDO,6/20/2024,Registered!
NCRCP19692,OTTER HOLDINGS (PTY) LTD,OTTER CASH LOANS,2022/329386/07,071 532 9941,,1938 Bushbuck Bend Impangele Estate Kidds Beach East London 5201,East London,6/20/2024,Registered!
NCRCP19693,SIILATLALA TRADING (PTY) LTD,,2021/625683/07,  ,,"Block E, Unit 1 Maledi Village Middelburg 1050",Middelburg,5/30/2024,Registered!
NCRCP19694,AVID CAPITAL INVEST (PTY) LTD,,2024/200792/07,068 515 1073,,05 Besembos Avenue Pellessier Bloemfontein 9300,Bloemfontein,6/21/2024,Registered!
NCRCP19695,PERFECT FINANCE (PTY) LTD,,2024/306838/07,  ,,No 52 Bok Street Welkom 9460,Welkom,6/28/2024,Registered!
NCRCP19696,EDGE GROWTH IGNITE (PTY) LTD,,2022/801364/07,010 001 3715,,"Investment Place Office Park 1st Floor Block D 10th Road Off, 2nd Avenue Hyde Park JOHANNESBURG 2196",JOHANNESBURG,6/28/2024,Registered!
NCRCP19697,INVESTMENT DIAMOND BROKERS (PTY) LTD,YOUR DIAMONDS,2023/195185/07,012 342 4570,,1204 Pretorius Street Hatfield Pretoria 0028,Pretoria,6/26/2024,Registered!
NCRCP19698,UYANDA CASH SOLUTIONS (PTY) LTD,,2024/030192/07,072 701 6877,,955 Mgababa Section Mapoch Mthambothini 0462,Mthambothini,6/26/2024,Registered!
NCRCP10233,OPULOUS FINANCE (PTY) LTD,O FIN,2014/155044/07,010 020 5934,086 677 8476,52 Natalie Close Boxer Street Noordhang 2153,Noordhang,2/6/2018,Registered!
NCRCP10240,PRONTO LOANS (PTY) LTD,CASH LOANS,2015/004593/07,021 853 3423,086 503 7928,"Unit 5, 1st Floor Elwil Centre Somerset West 7130",Somerset West,2/2/2018,Registered!
NCRCP10246,UTHUSA FINANCIAL CONSULTANTS CC,,2005/126860/23,015 962 0421,012 809 0225,Shop 8 Old Standard Bank Building Business Area Thohoyandou 0950,Thohoyandou,2/6/2018,Registered!
NCRCP10247,REAP TRADING AND PROJECTS (PTY) LTD,CASH CRUSADERS MIDDELBURG,2016/517288/07,087 820 4080,011 805 2170,"Shop 4, 38 Dolerite Cresent Fountain Square Shopping Centre MIDDLEBURG 1050",MIDDLEBURG,2/6/2018,Registered!
NCRCP10255,TRUSTY CASH LOAN (PTY) LTD,,2017/165678/07,074 049 7449,086 591 6935,50 Kerk Street Victoria West Victoria West 7070,Victoria West,2/6/2018,Registered!
NCRCP1026,GEMSBOK FINANSIELE DIENSTE (PTY) LTD,,2021/931433/07,012 880 4047,,9 Schroder Street Upington 8800,Upington,8/23/2007,Registered!
NCRCP10260,MAOMING ZHENG,HAPPY CASH LOANS,N/A,071 370 6413,,Shop No 3 Mini Mall Taung. 8580,Taung.,12/6/2017,Registered!
NCRCP10262,B V W COMMERCIAL (PTY) LTD,QUICK LOANS,2017/072269/07,012 994 4003,,881 St Bernard Drive Garsfontein 0042,Garsfontein,2/12/2018,Registered!
NCRCP10263,SIZIYA FIN SOLUTION (PTY) LTD,,2016/109665/07,081 487 3177,,Commercial Building Dr AB Xuma Street Durban 4004,Durban,2/12/2018,Registered!
NCRCP10267,SMART MASHONISA (PTY) LTD,,2017/417293/07,081 346 1538,,Unit 314 Hands Worth on the Hill 169 King Cetshwayo Highway West Ridge Durban 4091,Durban,2/16/2018,Registered!
NCRCP16973,UMNOTHO FINANCIAL INSTITUTE PRIMARY CO-OPERATIVE LIMITED,UMNOTHO COOPERATIVE FINANCIAL INSTITUTE,2019/003937/24,010 595 9727,,"Plot 79, R114 Road Rietfontein Muldersdrift MOGALE CITY 1740",MOGALE CITY,1/12/2023,Registered!
NCRCP16975,PERTU TRADING ENTERPRISE (PTY) LTD,,2015/224135/07,078 227 0025,,15349 Tusk Close Street Ivory Park ext 13 MIDRAND 1685,MIDRAND,12/28/2022,Registered!
NCRCP16978,KITSHOFF MANAGEMENT GROUP (PTY) LTD,CASH CRUSADERS SUNNYSIDE,2020/787235/07,082 304 0496,,"Shop 01, Jack Dyer Centrum 160 Robert Sobukwe Street Sunnyside Tshwane 0001",Tshwane,1/4/2023,Registered!
NCRCP16979,WARBURTON SAAGMEULE (PTY) LTD,,2002/002687/07,017 004 0014,,Farm Warburton 72 IT Warburton 2333,Warburton,1/12/2023,Registered!
NCRCP16981,FINSETTER (PTY) LTD,,2022/797330/07,067 230 2127,,12678 Koekoe Village Kroonstad. 9499,Kroonstad.,1/19/2023,Registered!
NCRCP16982,JINLILAI (PTY) LTD,EVANLOANS,2022/872214/07,011 791 2349,086 451 0157,Shop No 6 Fatima Bhayat Street RUSTENBURG 0299,RUSTENBURG,1/20/2023,Registered!
NCRCP16985,ACTIVE GREY (PTY) LTD,,2022/665508/07,082 591 4828,,Unit 97 Fountain View 71 14th Road MIDRAND 1682,MIDRAND,1/24/2023,Registered!
NCRCP16986,LAMACA (PTY) LTD,,2015/345369/07,073 152 4951,,8 Tassel Berry Road Arboretum Richards Bay 3900,Richards Bay,1/23/2023,Registered!
NCRCP16987,TOGU FINANCIAL SERVICES (PTY) LTD,TFS LOANS,2022/788374/07,078 425 8352,,Cyldesdale Location UMZIMKULU 3297,UMZIMKULU,1/23/2023,Registered!
NCRCP16988,DISCOUNT CASH LOANS (PTY) LTD,,2022/616097/07,073 392 0606,,110 Oxford Street East London 5201,East London,1/23/2023,Registered!
NCRCP10271,HALMIS MICRO LOANS (PTY) LTD,,2016/505118/07,076 253 9212,,Stand 1454 Nwaxinyamani Chavani Village ELIM HOSPITAL 0960,ELIM HOSPITAL,2/7/2018,Registered!
NCRCP10276,KPA MABASO TRADING 45 (PTY) LTD,,2016/369276/07,073 412 3922,086 416 0965,45 Maud Avenue Scottsville Pietermaritzburg 3201,Pietermaritzburg,2/20/2018,Registered!
NCRCP10287,CASH CRUSADERS BOKSBURG (PTY) LTD,,2017/269787/07,011 823 4760,,"Shop 1, The square Shopping Centre Rietfontein Road and Rigg Road Jansen Park Boksburg 1459",Boksburg,2/15/2018,Registered!
NCRCP10290,EASTERN LAND TRADING (PTY) LTD,,2015/453843/07,082 738 6745,,Stand No B 0038 Ga- Mpusheng Atok 0749,Atok,2/15/2018,Registered!
NCRCP10296,MABHULA TRADING ENTEPRISE (PTY) LTD,,2016/298515/07,047 531 0398,086 665 9276,Tombo A/A Nkonxeni Location Port St Johns 5120,Port St Johns,2/14/2018,Registered!
NCRCP10297,KARNOLI ENTERPRIZES (PTY) LTD,MASKAM CASH,2016/201957/07,082 824 8688,,Strauss Wyk Court No 1 Lang Straat Vredendal 8160,Vredendal,2/14/2018,Registered!
NCRCP103,OPCO 365 (PTY) LTD,"DMC Debt Management, a division of Opco 365 (Pty) Ltd",2001/004440/07,043 702 4600,,The Views 12 Esplanade Road Quigney East London 5241,East London,3/22/2007,Registered!
NCRCP10304,NJOMANE FINANCIAL SERVICES (PTY) LTD,,2016/429854/07,031 454 0113,086 459 1581,2234 Hlomendlini MANDENI 4490,MANDENI,2/16/2018,Registered!
NCRCP10307,TEN WAYS CASH LOAN (PTY) LTD,,2014/160956/07,072 892 9726,,No 19 Cyperus Walk Aquadene RICHARDS BAY 3900,RICHARDS BAY,2/16/2018,Registered!
NCRCP10309,MAZWE FUNDING SPV (PTY) LTD,,2017/076347/07,011 803 9003,,18 Eglin Road SITA Building Sunninghill 2157,Sunninghill,2/23/2018,Registered!
NCRCP16994,CHAROMIX (PTY) LTD,,2011/009992/07,  ,,503 Katherine Quay 96 Katherine Street Sandton 2144,Sandton,1/20/2023,Registered!
NCRCP16996,GETSTARTED SA (PTY) LTD,,2022/654766/07,073 776  7824,,37 Union Street STRAND 7140,STRAND,1/24/2023,Registered!
NCRCP16997,SOMNITRON (PTY) LTD,,2010/005671/07,010 880 3848,,199 Bryanston Drive Bryanston 2021,Bryanston,1/23/2023,Registered!
NCRCP16998,CIRQLAR FINANCIAL SOLUTIONS (PTY) LTD,,2022/207119/07,010 448 2120,,8W Rd S Morningside Sandton Johannesburg 2128,Johannesburg,1/23/2023,Registered!
NCRCP16999,LOSIHLAHLA (PTY) LTD,,2015/346672/07,079 284 8158,,27 Bester Street NELSPRUIT 1200,NELSPRUIT,1/12/2023,Registered!
NCRCP17,BIDVEST BANK LIMITED,,2000/006478/06,011 407 3611,086 509 1163,"Rennie House, 11th Floor 19 Ameshoff Street Braamfontein 2001",Braamfontein,3/5/2007,Registered!
NCRCP17000,PHOMOLONG FINANCIAL SERVICES (PTY) LTD,,2021/892436/07,079 500 3246,,A0161 Phomolong Marulaneng Bakenberg Mokopane. 0611,Mokopane.,1/25/2023,Registered!
NCRCP17001,XHANTELA GROUP (PTY) LTD,,2014/022802/07,082 414 8388,,16A Third Avenue Linden 2195,Linden,1/24/2023,Registered!
NCRCP17002,ENDAFARA PROJECTS (PTY) LTD,ENDAFARA CASH LOANS,2016/142127/07,082 254 4621,,Waterberry Estate Mavido 12 Bendor Polowane 0699,Polowane,1/24/2023,Registered!
NCRCP17003,MORONGWA CAPITAL (PTY) LTD,,2022/699561/07,012 940 5844,086 731 9513,3029 Block L Soshanguve Pretoria. 0152,Pretoria.,1/24/2023,Registered!
NCRCP19699,VANCEGRO CAPITAL (PTY) LTD,,2021/662362/07,073 147 8950,,799 Petrick Avenue Fairy Glen Pretoria 0081,Pretoria,6/27/2024,Registered!
NCRCP197,DOWNING AND SONS CC,DOWNING AND SONS,1999/16223/23,033 345 0308,033 345 0304,210 Boom Street Pietermaritzburg 3201,Pietermaritzburg,6/5/2007,Registered!
NCRCP19700,VAULT CAPITAL MANAGEMENT (PTY) LTD,,2023/115496/07,083 462 3487,,3 The Crescent East Westway Office Park WESTVILLE 3629,WESTVILLE,7/1/2024,Registered!
NCRCP19701,FIGTREEFIN (PTY) LTD,,2024/210928/07,074 466 4491,,Fintech Campus cnr. Botterklapper and Ilanga road The Willows Pretoria 0182,Pretoria,7/1/2024,Registered!
NCRCP19702,EDMA MICROFINANCE (PTY) LTD,,2024/250979/07,062 411 5548,,3 Protea Avenue Cullinan 1000,Cullinan,7/1/2024,Registered!
NCRCP19703,CERULA 27 (PTY) LTD,,2016/033810/07,021 874 1055,021 874 1214,Rannoch Farm FIRGROVE 7110,FIRGROVE,7/1/2024,Registered!
NCRCP19704,MR CASH POWER (PTY) LTD,,2024/226151/07,082 639 8891,,No 43 Wattle Street Extension 37 Downpark BOKSBURG 1459,BOKSBURG,7/1/2024,Registered!
NCRCP19705,REDI-PHETOLO (PTY) LTD,,2024/271438/07,060 375 0133,,Stand 0024 Phomolong Section Kgapamadi Siyabuswa 0472,Siyabuswa,7/1/2024,Registered!
