NCR Registration No,Full Name,Trading Name,Legal Registration No,Phone,Fax,Physical Address,Town,Final Registration Date,Status
NCRCP10356,COMMUNITY EASY LOANS (PTY) LTD,,2017/199163/07,082 461 9618,,57 A Maritime Close Pezula Estate Sparrebosch Knysna 6570,Knysna,,
NCRCP10360,NITRO SECURITISATION 6 (RF) LIMITED,,2015/325900/06,011 282 4068,,4 Merchant Place Corner Fredman Drive and Rivonia Raod Sandton 2196,Sandton,,
NCRCP10363,PMD INVESTMENT ACADEMY (PTY) LTD,,2013/210552/07,011 492 0567,,412 The Business Place 85 Marshall Street Marshalltown JOHANNESBURG 2000,JOHANNESBURG,,
NCRCP10364,CONSIGNMENT AND SALES HOME (PTY) LTD,,2017/195536/07,082 975 3922,,5 Jacaranda Street Lentegeur Street Mitchells Plain 7785,Mitchells Plain,,
NCRCP10373,VERNON SANDISON REZIN,,N/A,013 656 1600,013 656 1601,23 Mocking Chat Bankenveld WITBANK 1034,WITBANK,,
NCRCP10377,CASH CRUSADERS EMPANGENI (PTY) LTD,,2016/165195/07,031 787 9800,,"Shop 418, Sanlam Centre Commercial Street Empangeni 3990",Empangeni,,
NCRCP1038,RETSANG CASH LOANS CC,,2004/093371/23,053 497 5857,053 831 5280,Eerste Straat No 4 CBD Warrenton 8530,Warrenton,,
NCRCP10391,XINGYAN LIU,MM CASH LOAN,N/A,073 220 5086,,No 392 Farm Express Windfield Villiers 9840,Villiers,,
NCRCP3390,VAAL TYRE CENTRE KEMPTON PARK (PTY) LTD,THOMAS TYRE CENTRE,1991/004518/07,016 362 0485,016 362 0487,Cnr Galloway & Dutton Streets Meyerton 1960,Meyerton,,
NCRCP3393,VAAL TYRE CENTRE HENDRIK POTGIETER (PTY) LTD,,2003/029797/07,016 360 8400,086 686 4087,Cnr Galloway & Dutton Streets Meyerton 1960,Meyerton,,
NCRCP3397,ADRIAAN ERASMUS LOOTS,FURN MECCA BOTHA ST BOTHAVILLE,N/A,017 712 7362,,56a Paarl Street Standerton 2430,Standerton,,
NCRCP3398,EII DEVELOPERS (PTY) LTD,,2006/014622/07,012 809 3460,012 809 3485,"Suite 4, Building 9, 74 Pony Street Tiger Vallei Office Park Tyger Vallei X7 Pretoria 0054",Pretoria,,
NCRCP3404,A E VON-SCHLE CONSULTING CC,TAILORED BUSINESS SOLUTIONS,2000/017075/23,086 100 8277,086 688 6195,"Suite D, Dale Lace Cnr Beyers Naude Dr & Dale Lace Ave Randpark Ridge Johannesburg 2000",Johannesburg,,
NCRCP3409,EASY WAY PERSONAL LOAN CC,,2008/121118/23,070 784 857848,086 520 6777,421 Lekaneng Section TEMBISA 1632,TEMBISA,,
NCRCP3412,REAL PEOPLE INCREMENTAL FUNDING (PTY) LTD,,2004/001261/07,043 702 4612,043 742 6327,Real People Views 12 Esplanade Road EAST LONDON 5201,EAST LONDON,,
NCRCP3415,"DUSTY MOSIUOA RAMABELETSA"" TRADING IN PARTNERSHIP""",TSHARANANG,N/A,058 223 0989,058 2230 989,2019 Mashaeng Fouriesburg 9725,Fouriesburg,,
NCRCP3417,JACOBUS FREDERICK LOOTS,MODI LOANS,N/A,082 820 4519,015 491 8728,Rentmeester Building BIA Nelson Mandela Drive Modimolle 0510,Modimolle,,
NCRCP3424,FANANG DIATLA BUSINESS ENTERPRISES CC,,2003/107982/23,  ,015 223 0423,8814 Zone 1 Seshego 0742,Seshego,,
NCRCP5929,Q TIQUE 182 (PTY) LTD,,2010/002786/07,086 111 2754,086 583 6041,Loerie Park NEWCASTLE 2940,NEWCASTLE,,
NCRCP5931,ASYS CREDIT PROVIDER (PTY) LTD,,2011/009531/07,012 470 3602,086 239 6545,63 Villa Jamande Dayan Road BOKSBURG 1459,BOKSBURG,,
NCRCP5937,TSIMPILO TRADING 140 (PTY) LTD,,2011/011392/07,012 470 3602,086 239 6545,8C Loop Street 116 Alcade Street Parys 9585,Parys,,
NCRCP5938,TRIPLE ADVANCED INVESTMENTS 46 (PTY) LTD,,2010/015505/07,012 470 3602,086 239 6545,Erf 3463 Amberfield Manor Estate Centurion 0157,Centurion,,
NCRCP594,AUTO CAVE CC,VALUE LOANS & WESPARK VALUE LOANS,1997/49549/23,012 460 9875,088 012 460 9875,Podium 3 C/o Atterbury & Lois Avenue Menlyn 0181,Menlyn,,
NCRCP5944,TRIPLE ADVANCED INVESTMENTS 77 (PTY) LTD,,2010/018668/07,012 470 3602,086 239 6545,17 C Herbert Baker Street Groenkloof 0181,Groenkloof,,
NCRCP5950,OTHUSITSE DANIEL MOSIAPOA,D-MOS CASH LOAN,N/A,073 484 8361,,2706 Segawana Street Huhudi Location Vryburg 8601,Vryburg,,
NCRCP5951,RED FINANCE (PTY) LTD,,2010/019583/07,012 470 3602,086 239 6545,3 Shield drive The Glades Wapadrand 0050,Wapadrand,,
NCRCP5955,TRIPLE ADVANCED INVESTMENTS 71 (PTY) LTD,,2010/018501/07,083 310 9026,086 239 6545,1 Bordeaux 778 Volksrust Street FAERIE GLEN 0043,FAERIE GLEN,,
NCRCP5957,CONFISPARK CC,CASH CRUSADERS WALKER DRIVE,2011/029609/23,041 360 6680,086 518 3876,Plot 44 Kragga Kamma Chelsea Mount Port Elizabeth 6000,Port Elizabeth,,
NCRCP1041,FLASHY CASH LOANS CC,,2004/065268/23,018 632 6793,018 632 6793,Gerrit Maritz Straat Kotzen Sentrum Lichtenburg 2740,Lichtenburg,,
NCRCP10440,JURIE PETRUS MOSTERT,L & M CASH LOANS,N/A,084 840 2078,,49 President Street CHRISTIANA 2680,CHRISTIANA,,
NCRCP10444,YING CHEN,,N/A,083 972 2613,,Shop No 26 Bongimfundo Street Siyabuswa Mall SIYABUSWA 0472,SIYABUSWA,,
NCRCP1046,EMINENT FINANCE (PTY) LTD,EMINENT FINANCE,2002/019430/07,086 101 8888,086 6541090,4 Larch Nook Zwartkop Centurion 0157,Centurion,,
NCRCP10467,CASH CRUSADERS KING WILLIAMS TOWN (PTY) LTD,CASH CRUSADERS KING WILLIAMS TOWN,2017/338475/07,061 286 5775,,Shop 7 B&C Market Square Shopping Centre C/O Walker Maclean & Fleet Street King William's Town 5601,King William's Town,,
NCRCP1047,MONEY FRIEND CC,,1996/060863/23,012 320 1118,012 320 6578,Shop 12b Plaza West Schoeman Straat 271 Pretoria 0071,Pretoria,,
NCRCP10473,PHEZANI FINANCIAL SOLUTIONS (PTY) LTD,,2017/051089/07,076 740 6343,,Unit 11 Tria Nisia 56 Cornelius Street Weltevreden Park FLORIDA 1709,FLORIDA,,
NCRCP10475,MIN PROSPERUS TRADING (PTY) LTD,,2017/012870/07,  ,,125 Voortrekker Street Malmesbury MALMESBURY 7300,MALMESBURY,,
NCRCP10500,NIZAMS ZEBEDIELA SUPERMARKET (PTY) LTD,XIONGYING CASH LOAN,2017/439747/07,086 100 0005,086 672 2508,R597 Jane Furse Main Road Vergelegen 6025,Vergelegen,,
NCRCP1051,ASHRAFF ALLI EBRAHIM,GANIS HYPERSTORE,N/A,053 927 1901,053 927 2872,34 Church Street Vryburg 8600,Vryburg,,
NCRCP7794,TERESA FOURIE CC,CASH CONVERTERS KUILS RIVER,2007/084428/23,087 820 4060,,"Shop 20, Shoprite Centre 60 Van Riebeeck Road Kuils River 7580",Kuils River,,
NCRCP7795,MARIS IT DEVELOPMENT CC,,2006/191966/23,012 542 7614,086 606 3158,56 B Thelma Street Heatherdale Akasia DORANDIA 0188,DORANDIA,,
NCRCP78,SANLAM HOME LOANS102 (PTY) LTD,,2004/004468/07,021 947 2643,021 947 5864,2 Strand Street Bellville 7535,Bellville,,
NCRCP7825,UKHOZILAMI SERVICES (PTY) LTD,UKHOZI FINANCE,2015/290482/07,072 228 7112,,8469 Section B Mamelodi West 0122,Mamelodi West,,
NCRCP784,CAWOOD STREET FINANCE TRUST,,IT 1171/87,041 487 3915,041 487 1104,59A Perkin Street North End Port Elizabeth 6056,Port Elizabeth,,
NCRCP7842,HARKO LANDBOUDIENSTE CC,,1996/010389/23,058 303 6414,,29 La Provance Weg Bethlehem 9701,Bethlehem,,
NCRCP785,MARTHINUS JACOBUS FOURIE,DIE HUISVRIEND PAROWVALLEI,N/A,021 933 1166,021 933 3852,163 Mark Street Parowvallei Parow 7500,Parow,,
NCRCP7853,DIETER OTTO KUHN,,N/A,083 410 9530,,Farm No. 7671 Briar Glen Ramsgate 4285,Ramsgate,,
NCRCP7862,TAG GROUP 58 (PTY) LTD,TAG GROUP,2015/368808/07,011 043 9861,086 718 1491,"Office No 201 Protea Place ,No 4 Second Street Orange Grove 2119",Orange Grove,,
NCRCP7868,GREENHOUSE FUNDING 6 (RF) LIMITED,,2014/211069/07,011 294 6405,011 295 2426,135 Rivonia Road Sandton JOHANNESBURG 2196,JOHANNESBURG,,
NCRCP3428,PROSPERITY LIFE LIMITED,,1951/002933/06,012 685 5030,012 685 5195,"Unit 5, Cambridge Office Park 5 Bauhinia street Highveld Technopark Centurrion 0169",Centurrion,,
NCRCP3437,M A H PROPERTIES (PTY) LTD,,1995/003609/07,033 846 2700,033 846 2785,20 Short Retreat Road Mkondeni Pietermaritzburg 3201,Pietermaritzburg,,
NCRCP3438,KWEBULANA FINANCIAL CONSULTING CC,KFC LOANS,2007/157777/23,011 701 3320,011 659 1336,Professional House Ptn 19 of Swartkop of Rooival Lanseria 1748,Lanseria,,
NCRCP344,FAME BRIGHT TRADE AND INVEST 1024 CC,JC FINANCE,2005/156647/23,021 987 2918,021 987 2918,"Winkel 5a, Bloch Sentrum van Riebeeck Weg Kraaifontein 7570",Kraaifontein,,
NCRCP3443,NIKOSI CASH LOANS CC,,2006/037868/23,083 548 7422,,40 Palala Street Brackendowns Alberton 1448,Alberton,,
NCRCP3446,METTLE MANCO (PTY) LTD,,2003/031070/07,021 915 3322,021 945 2823,"Mettle Building, 1st Floor Willie van Schoor Avenue BELLVILLE 7530",BELLVILLE,,
NCRCP345,GH KIDS FINANCIAL SERVICE TRADING CC,LOANCOR KUILSRIVER,2006/084985/23,021 906 2207,021 903 0181,74b van Riebeeck Road Kuilsrivier 7580,Kuilsrivier,,
NCRCP3450,PALAEO HOLDINGS (PTY) LTD,,2002/031327/07,011 745 7811,011 367 7269,54 Peter Place Road Bryanston 2021,Bryanston,,
NCRCP3451,MERCHANT WEST SPECIALISED FINANCE (PTY)LTD,,2002/030092/07,011 305 9600,011 305 9410,"West Court, 1st Floor Cnr Maude Street & Gwen Lane Sandown Village SANDOWN 2031",SANDOWN,,
NCRCP3459,WH VONZAIL FINANCE HOUSE (PTY) LTD,,2008/014441/07,013 752 6870,013 752 4136,Cnr Ehmke & Liebenberg Streets NELSPRUIT 1200,NELSPRUIT,,
NCRCP5959,BOLAND BEER DISTRIBUTORS (PTY) LTD,,1996/000620/07,023 343 2912,023 343 2917,Cnr Rawonsville and Villiersdorp Roads Worcester 6850,Worcester,,
NCRCP5965,POLKADOTS PROPERTIES 167 (PTY) LTD,,2011/010058/07,012 470 3602,086 239 6545,Plaas Nagenoeg Utrecht 2980,Utrecht,,
NCRCP5967,MONEY BOX INVESTMENTS 258 (PTY) LTD,,2011/005645/07,086 111 2154,086 583 6041,183 Swallow Street NinaPark Pretoria 0156,Pretoria,,
NCRCP5983,K2011125966 (PTY) LTD,,2011/125966/07,012 470 3602,086 239 6545,159 Hadeda Street Ninapark X5 Akasia 0601,Akasia,,
NCRCP599,A AND F FINANCIAL SERVICES CC,,2002/067677/23,011 665 1874,086 583 2592,65 Ockerse Street Mogale City Krugersdorp 1739,Krugersdorp,,
NCRCP5993,CHATANOOGA TRADING CC,CASH CONVERTERS VORNA VALLEY,2011/071830/23,  ,,Shop 20-21 Vorna Valley Shopping Centre Corner Harry Calaun & Albertyn Street Vorna Valley MIDRAND 1685,MIDRAND,,
NCRCP600,ANTWERP LENDING SERVICES CC,,2004/059712/23,014 592 8385,014 592 8385,127 Bethlehem Drive Rustenburg 0300,Rustenburg,,
NCRCP6004,TWIN STAR LOANS (PTY) LTD,,2012/078002/07,076 247 7020,011 412 4867,9 Percheron Street Greenhills Randfontein 1759,Randfontein,,
NCRCP6007,K2011125941 (PTY) LTD,,2011/125941/07,012 470 3602,086 239 6545,31 Mustang Avenue Sunward Park Boksburg 1459,Boksburg,,
NCRCP6009,TRIPLE ADVANCED INVESTMENTS 91 (PTY) LTD,,2011/003489/07,012 470 3602,086 239 6545,6 Denex 43 Church Street Standerton 2430,Standerton,,
NCRCP346,M L INTERNATIONAL TRADING 69 (PTY) LTD,OSIZWENI FINANCIAL SERVICES,2003/029609/07,036 352 5516,033 326 1180,12a Polly Shorts Centre Mkondeni Pietermaritzburg 3201,Pietermaritzburg,,
NCRCP3467,MADISON FINANCING (PTY) LTD,M-FIN BRIDGING FINANCE,1988/003845/07,021 782 3451,086 614 1736,12 Forrest Way Glencairn Simons Town Vishoek 7975,Vishoek,,
NCRCP3470,JULIANA MARY YAZBEK,,N/A,043 722 3067,043 722 4064,1 Hillcrest Drive Beacon Bay EAST LONDON 5201,EAST LONDON,,
NCRCP3477,HENDRIK GERHARDUS ABRAHAM SNYMAN,,N/A,012 658 5446,086 652 8202,310 Die Rand Street Menlopark Pretoria 0102,Pretoria,,
NCRCP3478,VERN ELECTRONICS CC,CASH CRUSADERS UMLAZI,2005/143692/23,031 912 1873,031 912 2542,"Shop 510, Umlazi Mega City 50 Mangosuthu Highway Umlazi 4066",Umlazi,,
NCRCP348,VENTUREFIN FINANCIAL SERVICES (PTY) LTD,VENTUREFIN,2000/014136/07,012 991 3333,012 991 6987,"Old Farm Office Forum, First Floor 823 Old Farm Road Ext 8 Pretoria 0081",Pretoria,,
NCRCP3496,BIAGI'S SHOES CC,BIAGI'S,1996/038693/23,057 353 3618,057 352 2653,"Shop 8, Pick 'n Pay Centre Welkom 9460",Welkom,,
NCRCP3499,SHENATI RANCH (PTY) LTD,,2005/013665/07,  ,,31 Rylal Building 320 The Hillside Lynnwood 0081,Lynnwood,,
NCRCP3501,CARLGRAY ADMINISTRATION AND FINANCE CC,,1989/006251/23,021 551 6725,021 551 6347,4 Mimosa Arcade Church Road Sea Point CAPE TOWN 8005,CAPE TOWN,,
NCRCP3504,MALAPILE FUNERAL SCHEMES CC,,2007/173904/23,014 743 3485,014 743 3485,31 Boekenhout Street Mookgophong Naboomspruit 0560,Naboomspruit,,
NCRCP1054,GALAXY JEWELLERS (PTY) LTD,GALAXY & CO.,2003/019954/07,021 423 0760,021 423 8404,55 Loop Street Cape Town 8001,Cape Town,,
NCRCP10542,GERTRUIDA JACOBA JANSEN VAN RENSBURG,,N/A,083 321 4503,,Dolphin Park I Unit 30 504 Chickweed Street Annlin PRETORIA-NOORD 0182,PRETORIA-NOORD,,
NCRCP1055,IRENE PRETORIUS,PRETORIUS MEUBELS,N/A,018 642 1201,018 642 1201,12 Kerk Street Zeerust 2865,Zeerust,,
NCRCP10553,DENTSPLY SIRONA SOUTH AFRICA (PTY) LTD,,2011/003070/07,010 001 2827,086 236 5405,Building 11A The Woodlands Woodmead Drive Woodlands Sandton 2196,Sandton,,
NCRCP1057,DECIDE WISE SIX CC,TEMBAKALA CASH LOANS,1999/052839/23,018 788 6507,018 788 6499,42 Anyx Street Carletonville 2500,Carletonville,,
NCRCP10570,BALANCED SOLUTIONS (PTY) LTD,EXCLUSIVE LOGISTICS SOLUTIONS,1999/021262/07,011 284 1000,011 608 0815,111 Lake Road Longmeadow North Business Estate Ext 7 Modderfontein 1645,Modderfontein,,
NCRCP10583,ELITE FINANCIAL CONSULTANCY CC,,2010/0962289/23,011 615 9997,086 766 9917,154 Cumberland Road Kensington Johannesburg 2094,Johannesburg,,
NCRCP1059,ADFINEM BUSINESS SERVICES CC,,2000/061043/23,  ,086 578 3298,"Room 8, Saamgroei Centre 24 Jenner Street Rayton 1001",Rayton,,
NCRCP10590,CASH CRUSADERS THREE RIVERS (PTY) LTD,,2017/338543/07,021 787 9800,,"Shop 21, Princess Crossing 54 Ontdekkers Road Johannesburg. 1725",Johannesburg.,,
NCRCP1060,MINI CASH LOANS CC,MINI LOANS,1996/63758/23,014 592 3631,086 512 4010,126 Klopper Street Rustenburg 0299,Rustenburg,,
NCRCP601,WAYNE MUNROE CARS CC,,1990/26929/23,021 712 3425,021 715 6455,93 Main Road Bergvliet 7864,Bergvliet,,
NCRCP6020,PURPLE FOUNTAIN PROPERTIES 158 (PTY) LTD,,2011/009814/07,082 338 7603,086 239 6545,18 Bellwater Park Kenridge 7530,Kenridge,,
NCRCP6021,MONEY BOX INVESTMENTS 249 (PTY) LTD,,2011/005746/07,082 457 0637,086 239 6545,55 Basson Drive Glenvista 2058,Glenvista,,
NCRCP6023,JINJA FINANCE CO (PTY) LTD,,2003/007364/07,021 433 1505,021 433 1510,No: 9 Clarens Road Sea Point CAPE TOWN 8005,CAPE TOWN,,
NCRCP6024,K2011119982 (PTY) LTD,,2011/119982/07,083 289 4902,086 239 6545,"81A, Shepherd Avenue Bryanston 2021",Bryanston,,
NCRCP6025,SINVENT INVESTMENTS 252 (PTY) LTD,,2011/011169/07,083 475 7853,086 239 6545,59 Scoltz Street LICHTENBURG 2740,LICHTENBURG,,
NCRCP603,PHEIFFER & SOUMA AUTO'S CC,AUTO ARCADE,2004/056954/23,021 591 0065,021 591 0081,255 Voortrekker Road GOODWOOD 7459,GOODWOOD,,
NCRCP604,COMPACT INVESTMENTS CC,,2002/036609/23,012 718 7377,012 718 7207,31 Langwa Crescent Wapadrand 0050,Wapadrand,,
NCRCP6042,JACOBUS PETRUS KRITZINGER HATTINGH,,N/A,  ,,Plot 31 Stroomrivier Plaas BOSHOEK 0301,BOSHOEK,,
NCRCP6044,GIFTMAMSY TRADING ENTERPRISE CC,,2005/009705/23,017 714 8971,086 619 7725,2611 Mabena Street Sakhile Standerton SAKHILE 2431,SAKHILE,,
NCRCP787,D. D. T. CASH LOANS CC,,2004/092437/23,031 916 3469,031 916 5287,9 Parker Lane Winklespruit Amanzimtoti 4126,Amanzimtoti,,
NCRCP789,BIG EYE INVESTMENTS 364 (PTY) LTD,THUSANANG MICRO FINANCE,2022/363810/07,011 672 0454,,21A Goldman Street Florida 1709,Florida,,
NCRCP7898,RAINBOW PRODUCE COMPANY SA (PTY) LTD,,2013/165284/07,021 874 1055,021 874 1055,Oakhurst building Main Road R45 Simandium Wellington 7670,Wellington,,
NCRCP7899,IN 2 FRUIT (PTY) LTD,,2009/017032/07,021 874 1055,021 874 1055,Oakhurst Building R45 Main Road Simondium 7670,Simondium,,
NCRCP79,SANLAM HOME LOANS 103 (PTY) LTD,,2005/023298/07,021 947 2643,021 947 5864,2 Strand Street Bellville 7535,Bellville,,
NCRCP7907,LEGAL MANAGEMENT GUARD CC,LMG LOANS,2004/064557/23,  ,,Naledi Mall 48 Phuthaditjhaba MOKODUMELA 9869,MOKODUMELA,,
NCRCP792,ALIBIPROPS 1023 CC,L & I FINANCIAL SERVICES,1996/027232/23,039 682 4258,039 682 1698,Shop 33 Capitec Building Nelson Mandela Drive Port Shepstone 4240,Port Shepstone,,
NCRCP7922,CLC CONTRACTING CC,RYCO FINANCE,1989/11093/23,033 940 0473,086 615 9186,2 Margate Court Marine Drive / Wiliam O'Connorst MARGATE 4275,MARGATE,,
NCRCP793,TWIGA FINANCIAL SERVICES CC,LOANMAN,1997/036032/23,082 859 0959,086 633 5522,213 Long Market Street Pietermaritzburg 3201,Pietermaritzburg,,
NCRCP7933,MOBIFLOW (PTY) LTD,,2014/209982/06,011 550 9300,,179 15th Road Randjespark MIDRAND 1685,MIDRAND,,
NCRCP3510,ULTIFIN BRIDGING (PTY) LTD,,2008/006795/07,012 660 3421,012 654 5427,1028 Saxby Avenue Eldoraigne & Ext 1 0157,Eldoraigne & Ext 1,,
NCRCP3511,AMPLITUDE BUSINESS FINANCE (PTY) LTD,,2007/030946/07,021 905 2224,086 664 9971,"Manhattan Plaza, 6th Floor 100 Edward Street BELLVILLE 7530",BELLVILLE,,
NCRCP3516,NELSPRUIT AUTO MOTORS (PTY) LTD,NELSPUIT AUTO,1995/02134/07,013 757 3500,013 757 3505,Riverside Industrial Park 47 Emnotweni Avenue NELSPRUIT 1200,NELSPRUIT,,
NCRCP3522,TSHIMANGADZO TRANSPORT TRADING ENTERPRISE CC,TSHIMANGADZO FINANCIAL SERVICES,2007/060873/23,015 961 5553,,Stand 151 Malonga Village Tshimbupfe 0983,Tshimbupfe,,
NCRCP3527,WEBBERS EMPLOYEES SAVINGS AND CREDIT CO - OPERATIVE BANK LIMITED,WEBBERS - SACCO,2004/000013/24,010 221 4600,086 266 6427,384 Roan Crecent Corporate Park North Old Johannesburg Road MIDRAND 1682,MIDRAND,,
NCRCP353,CROFT MAGILL AND WATSON (PTY) LTD,,1939/012757/07,041 585 8594,041 586 0259,69 Govan Mbeki Avenue Port Elizabeth 6001,Port Elizabeth,,
NCRCP3534,GOLDLOANS (PTY) LTD,,2006/030489/07,011 784 8551,011 784 8662,"Twin Towers West, 5th Floor Sandton City Sandton 2146",Sandton,,
NCRCP3535,BARKO DEBT COLLECTORS (PTY) LTD,,1999/028302/07,013 235 1030,,59 Burger Street Lydenburg 1120,Lydenburg,,
NCRCP3540,MALEFU JEANETT RADEBE,Z3 CASH LOANS,N/A,  ,,Mphatlalatsane Village Phuthaditjhaba 9866,Phuthaditjhaba,,
NCRCP3546,NELNGOB TRADING ENTERPRISE CC,NELNGOB CASH LOANS,2006/216163/23,015 812 2418,015 812 4227,153 Section D1 GIYANI 0826,GIYANI,,
NCRCP10609,EVOLUTION FUTURE FLOW SECURITIES (2) (RF) LTD,,2016/461626/06,043 702 4600,086 621 8408,11 Rees Street Quigney EAST LONDON 5201,EAST LONDON,,
NCRCP10615,ALPINE HILLCREST (PTY) LTD,,2017/355697/07,031 717 7822,031 717 7714,6 Old Main Road Hillcrest. 3610,Hillcrest.,,
NCRCP10623,STRUCTURED CAPITAL SOLUTIONS (PTY) LTD,,2018/105568/07,071 450 5887,,"Ground Floor, Block B woodmead Country Club Estate 21 Woodlamds Drive WOODMEAD 2191",WOODMEAD,,
NCRCP10639,INNOFRUIT SA (PTY) LTD,,1998/004862/07,023 230 2973,023 2302973,8 Waveren Street Tulbagh TULBAGH 6820,TULBAGH,,
NCRCP10654,FUNDFORT FINANCE (PTY) LTD,,2018/244281/07,072 900 8987,,30 Derrick Avenue Cyrildene Johannesburg 2000,Johannesburg,,
NCRCP1066,FINGRO INVESTMENTS CC,AFRICAN FINANCE,1987/008456/23,022 487 2915,022 482 2624,"Room 105, Telian Building, 1st Floor Maynard Road Wynberg Cape Town 8001",Cape Town,,
NCRCP10660,FLYING CLOUD TRADING 5 CC,,2008/047452/23,072 623 2318,,2447 Unit 1 Selosesha Thaba Nchu 9780,Thaba Nchu,,
NCRCP1067,GVB CASH LOANS CC,"GVB CASH LOANS - RIVIERSONDEREND, MCGREGOR",2002/036931/23,021 851 2947,,36Hoof Straat Caledon 7250,Caledon,,
NCRCP10685,BENGIL CONSULTANT (PTY) LTD,,2015/084104/07,011 347 8153,,589 Lois Ave Erasmuskloof Pretoria 0153,Pretoria,,
NCRCP10689,PETRUS HENDRIK STORM,PH STORM,N/A,015 575 1343,015 575 1069,Farm Schulpad Waterpoort 0905,Waterpoort,,
NCRCP6046,TURNERS SHIPPING (PTY) LTD,,1974/001723/07,031 368 8000,086 606 4763,37 Margaret Mncadi Avenue Durban 4001,Durban,,
NCRCP6047,IN 2 CASH LOANS (PTY) LTD,,2012/086826/07,087 940 3070,,S4 Yellowwood Crescent Glenwood Goodwood 7459,Goodwood,,
NCRCP6048,WILLIAM ROBINSON,,N/A,011 742 1691,086 528 8248,23 Villa Verona Kenleaf Extension 13 BRAKPAN 1541,BRAKPAN,,
NCRCP6049,POLKADOTS PROPERTIES 165 (PTY) LTD,,2011/010131/07,012 470 3602,086 239 6545,7 Hill Side 304 Rotsvygie Street La Montagne 0184,La Montagne,,
NCRCP6070,BOTHO BURIAL ADMINISTRATORS AND PERSONAL FINANCE CC,,2010/020345/23,031 242 6830,,107 Redberry Park 79 Ruston Place Phoenix 4068,Phoenix,,
NCRCP6074,K2011119829 (PTY) LTD,,2011/119829/07,012 470 3602,086 239 6545,63 Leeukloof Cullinnan. 0035,Cullinnan.,,
NCRCP6075,K2012002287 (South Africa) (PTY) LTD,,2012/002287/07,012 470 3602,086 239 6545,5 Black Thorne Avenue Van Riebeeck Park KEMPTON PARK 1619,KEMPTON PARK,,
NCRCP608,TOM BEOWULF VON PRINCE,VALLEY FURNITURE,N/A,012 811 0546,012 811 0570,Paul Kruger Straat 309 Tshwane 0002,Tshwane,,
NCRCP6080,K2011125796 (PTY) LTD,,2011/125796/07,012 470 3602,086 239 6545,4 Strathford Road Lakefield Ext 21 BENONI 1500,BENONI,,
NCRCP6081,CANNISTRARO INVESTMENTS 259 (PTY) LTD,,2010/017598/07,012 470 3602,086 239 6545,15 Pickwood Street IRENE 0062,IRENE,,
NCRCP3554,JOHANN HEINRICH JANSEN VAN VUUREN,GENELLE'S PAWN SHOP,N/A,011 391 3450,011 391 3450,Cnr Bree & Pongola River Norkempark Kempton Park 1618,Kempton Park,,
NCRCP3556,"LOCHHEAD, WHITE & WOMERSLEY (PTY) LTD",,2000/011830/07,041 374 4630,041 374 4639,"1st Floor, 5 Ways Centre 62 Cape Road Port Elizabeth 6001",Port Elizabeth,,
NCRCP356,UNITEQ (PTY) LTD,DAMELIN - ALBERTON,1998/02623/07,011 869 3087,011 869 3098,19 Clinton Road Alberton 1448,Alberton,,
NCRCP3561,TWO SHIPS TRADING 40 (PTY) LTD,,2004/006838/07,012 546 1191,013 753 3569,Belmont Villas 306 15 Paul Kruger Street NELSPRUIT 1200,NELSPRUIT,,
NCRCP3563,CATHARINA MAGRIETHA SUSANNA FERREIRA,LAVALINK FINANCIAL SERVICES,N/A,018 484 6601,086 520 4589,Shop 4 Breede Street Stilfontein 2551,Stilfontein,,
NCRCP3564,CHRISTIAN EDWARD MINNAAR,,N/A,044 533 1101,044 533 1115,Country Crescent Hotel Piesang Valley Plettenberg Bay 6600,Plettenberg Bay,,
NCRCP3570,METTLE PROPERTY SOLUTIONS (PTY) LTD,,2007/028217/07,011 446 9200,011 446 9275,33 Fricker Road Illovo Bolulevard Illovo 2196,Illovo,,
NCRCP3571,MONTREAU 1 (PTY) LTD,,2006/018356/07,086 010 3181,086 501 7825,1 Impala Ave Helderkruin 1733,Helderkruin,,
NCRCP3573,HUMSHON CASH LOAN SERVICES CC,,2000/069855/23,082 407 3799,,"NPDC Building, 1st Floor, Office 48 Thohoyondou Shayandima 0945",Shayandima,,
NCRCP3585,LEGADEMA CASH LOANS CC,,2008/157423/23,012 543 2015,086 664 8765,116 Barbara Street Homestead PRIMROSE 1416,PRIMROSE,,
NCRCP10693,DRUM JAM LIQUOR STORE (PTY) LTD,,2013/116036/07,082 738 6745,,Stand No 47 Atok 0749,Atok,,
NCRCP1070,T & G EXCLUSIVE CREATIONS (PTY) LTD,VIP IMPORTS,1983/010297/07,011 438 3629,011 793 2725,4 Naaf Street Strijdom Park Randburg 2125,Randburg,,
NCRCP10709,MTIS TRADING (PTY) LTD,MTIS CASH LOANS,2018/054048/07,084 373 3044,,2835 B Pela Street Emdeni Ext PO KwaXuma Soweto. 1861,Soweto.,,
NCRCP10713,KOFFIEFIN (PTY) LTD,FINANCE WORLD KOFFIEFONTEIN,2017/416766/07,087 630 0427,,c/o Haarhoff and De Beers Street 35 Koffiefontein 9986,Koffiefontein,,
NCRCP10716,TRANSWEST TRUST,,IT11902/98,018 298 3530,,3 Brahn Street Van De Hoff Park Potchefstroom 2531,Potchefstroom,,
